CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
984e061ecc6a3513,16330,195955,7258,11.9997,0.4445,0.037,1112,816,0.7338,0.0681,0.0057,0.1532,0,0,0.501,0.0,0.0,0.0,2257,1149,0.5091,0.1382,0.0115,0.311,0,0,0.7313,0.0,0.0,0.0,0,0,0.5309,0.0,0.0,0.0,2980,1661,0.5574,0.1825,0.0152,0.4106,2152,1206,0.5604,0.1318,0.011,0.2965,0,0,0.5059,0.0,0.0,0.0,110,50,0.4545,0.0067,0.0006,0.0152,8503,5421,0.6375,0.5207,0.0434,1.1715,1030,518,0.5029,0.0631,0.0053,0.1419,18144,10821,0.5964,1.1111,0.0926,2.4999,No,1,0,0,1,0,621,0
59b858257a8a32ae,92257,661177,861067,7.1667,9.3334,1.3023,2548,383,0.1503,0.0276,0.0039,0.003,0,0,0.5042,0.0,0.0,0.0,4498,2291,0.5093,0.0488,0.0068,0.0052,0,0,0.7089,0.0,0.0,0.0,0,0,0.5485,0.0,0.0,0.0,31025,14562,0.4694,0.3363,0.0469,0.036,6129,1711,0.2792,0.0664,0.0093,0.0071,0,0,0.506,0.0,0.0,0.0,3653,1829,0.5007,0.0396,0.0055,0.0042,20211,6731,0.333,0.2191,0.0306,0.0235,8817,4436,0.5031,0.0956,0.0133,0.0102,76881,31943,0.4155,0.8333,0.1163,0.0893,No,1,0,0,1,1,578,1
8128b23a56fb8195,117996,372141,190609,3.1538,1.6154,0.5122,4668,3743,0.8018,0.0396,0.0125,0.0245,2880,1443,0.501,0.0244,0.0077,0.0151,10911,5623,0.5154,0.0925,0.0293,0.0572,0,0,1.3004,0.0,0.0,0.0,0,0,0.461,0.0,0.0,0.0,12449,6678,0.5364,0.1055,0.0335,0.0653,5632,2174,0.386,0.0477,0.0151,0.0295,0,0,0.5062,0.0,0.0,0.0,4374,1991,0.4552,0.0371,0.0118,0.0229,44139,26980,0.6113,0.3741,0.1186,0.2316,5713,2883,0.5046,0.0484,0.0154,0.03,90766,51515,0.5676,0.7692,0.2439,0.4762,No,1,0,0,1,0,639,0
43b23b5236d38393,81200,121800,747040,1.5,9.2,6.1333,15926,10796,0.6779,0.1961,0.1308,0.0213,10044,5058,0.5036,0.1237,0.0825,0.0134,30485,15517,0.509,0.3754,0.2503,0.0408,0,0,0.8525,0.0,0.0,0.0,0,0,0.5004,0.0,0.0,0.0,10436,5407,0.5181,0.1285,0.0857,0.014,5422,2454,0.4526,0.0668,0.0445,0.0073,0,0,0.5062,0.0,0.0,0.0,3844,2099,0.546,0.0473,0.0316,0.0051,0,0,0.8812,0.0,0.0,0.0,5043,2526,0.5009,0.0621,0.0414,0.0068,81200,43857,0.5401,1.0,0.6667,0.1087,No,1,0,0,1,0,565,0
6b7f37e85597de1e,89368,121866,308727,1.3636,3.4546,2.5333,8328,4134,0.4964,0.0932,0.0683,0.027,0,0,0.5051,0.0,0.0,0.0,22986,15220,0.6621,0.2572,0.1886,0.0745,0,0,0.7614,0.0,0.0,0.0,0,0,0.6419,0.0,0.0,0.0,5491,2831,0.5156,0.0614,0.0451,0.0178,2216,656,0.296,0.0248,0.0182,0.0072,0,0,0.5061,0.0,0.0,0.0,2030,925,0.4557,0.0227,0.0167,0.0066,37521,18260,0.4867,0.4198,0.3079,0.1215,2672,1341,0.5019,0.0299,0.0219,0.0087,81244,43367,0.5338,0.9091,0.6667,0.2632,No,1,0,0,1,0,609,1
3697d61554d5078f,87990,223975,63993,2.5455,0.7273,0.2857,2868,1509,0.5262,0.0326,0.0128,0.0448,0,0,0.5008,0.0,0.0,0.0,3593,2235,0.622,0.0408,0.016,0.0561,0,0,0.9439,0.0,0.0,0.0,0,0,0.4603,0.0,0.0,0.0,21098,10913,0.5173,0.2398,0.0942,0.3297,4564,1997,0.4376,0.0519,0.0204,0.0713,22511,11393,0.5061,0.2558,0.1005,0.3518,2268,1134,0.5,0.0258,0.0101,0.0354,17606,9427,0.5354,0.2001,0.0786,0.2751,5483,2748,0.5012,0.0623,0.0245,0.0857,79991,41356,0.517,0.9091,0.3571,1.25,No,1,0,0,1,1,631,0
c99b87675f0f7623,318996,1797975,3450952,5.6364,10.8182,1.9194,6959,6959,1.0,0.0218,0.0039,0.002,29554,14937,0.5054,0.0926,0.0164,0.0086,10358,6337,0.6118,0.0325,0.0058,0.003,0,0,0.8884,0.0,0.0,0.0,0,0,0.4577,0.0,0.0,0.0,67798,38318,0.5652,0.2125,0.0377,0.0196,24734,17270,0.6982,0.0775,0.0138,0.0072,64936,32864,0.5061,0.2036,0.0361,0.0188,5999,3276,0.5461,0.0188,0.0033,0.0017,63959,45238,0.7073,0.2005,0.0356,0.0185,15699,7898,0.5031,0.0492,0.0087,0.0045,289996,173097,0.5969,0.9091,0.1613,0.084,No,1,1,1,1,1,562,0
5c992b26f5d7981e,144719,684128,1078817,4.7273,7.4546,1.5769,4129,553,0.1339,0.0285,0.006,0.0038,0,0,0.5033,0.0,0.0,0.0,7606,3864,0.508,0.0526,0.0111,0.0071,0,0,0.5729,0.0,0.0,0.0,2535,1207,0.4761,0.0175,0.0037,0.0023,46478,18737,0.4031,0.3212,0.0679,0.0431,11540,4570,0.396,0.0797,0.0169,0.0107,0,0,0.5063,0.0,0.0,0.0,6158,3083,0.5006,0.0426,0.009,0.0057,38361,15964,0.4162,0.2651,0.0561,0.0356,14756,7396,0.5012,0.102,0.0216,0.0137,131563,55374,0.4209,0.9091,0.1923,0.122,High,1,1,0,1,1,570,1
14aeeae9791e6c23,0,18054,54162,2.1847,7.0299,3.0,0,0,0.7705,0.1115,0.0,0.0,0,0,0.5036,0.1017,0.0,0.0,0,0,0.3898,0.1764,0.0,0.0,0,0,0.8214,0.0002,0.0,0.0,493,273,0.5538,0.029,0.0273,0.0091,621,249,0.401,0.1102,0.0344,0.0115,91,47,0.5165,0.0792,0.005,0.0017,0,0,0.5059,0.227,0.0,0.0,0,0,0.4696,0.011,0.0,0.0,7447,3863,0.5187,0.1264,0.4125,0.1375,375,188,0.5013,0.0848,0.0208,0.0069,9027,4620,0.5118,0.8461,0.5,0.1667,Low,1,0,0,1,0,562,0
0eb4a54345ce9c90,46636,575180,15545,12.3334,0.3333,0.027,2359,1590,0.674,0.0506,0.0041,0.1518,0,0,0.5017,0.0,0.0,0.0,8519,4361,0.5119,0.1827,0.0148,0.548,0,0,0.7691,0.0,0.0,0.0,0,0,0.4892,0.0,0.0,0.0,10464,5429,0.5188,0.2244,0.0182,0.6731,8501,3668,0.4315,0.1823,0.0148,0.5469,0,0,0.5062,0.0,0.0,0.0,429,195,0.4545,0.0092,0.0007,0.0276,17608,7980,0.4532,0.3776,0.0306,1.1327,3938,1974,0.5013,0.0844,0.0068,0.2533,51818,25197,0.4863,1.1111,0.0901,3.3334,No,1,0,0,1,0,677,0
efdc51f2faed297e,149199,287742,1257538,1.9286,8.4286,4.3704,8744,2099,0.2401,0.0586,0.0304,0.007,0,0,0.499,0.0,0.0,0.0,26681,13318,0.4992,0.1788,0.0927,0.0212,0,0,0.2591,0.0,0.0,0.0,16073,8228,0.5119,0.1077,0.0559,0.0128,23899,9979,0.4175,0.1602,0.0831,0.019,9403,4350,0.4626,0.063,0.0327,0.0075,0,0,0.5062,0.0,0.0,0.0,7766,3888,0.5006,0.0521,0.027,0.0062,0,0,0.297,0.0,0.0,0.0,14005,7053,0.5036,0.0939,0.0487,0.0111,106571,48915,0.459,0.7143,0.3704,0.0847,High,1,0,0,1,0,557,1
e941e254e941ae6c,16383,14335,163832,0.875,10.0001,11.4288,1013,763,0.7532,0.0618,0.0707,0.0062,0,0,0.5046,0.0,0.0,0.0,3082,1939,0.6291,0.1881,0.215,0.0188,0,0,0.8936,0.0,0.0,0.0,1053,552,0.5242,0.0643,0.0735,0.0064,4084,2466,0.6038,0.2493,0.2849,0.0249,664,490,0.738,0.0405,0.0463,0.0041,0,0,0.5059,0.0,0.0,0.0,0,0,0.4409,0.0,0.0,0.0,9864,5904,0.5985,0.6021,0.6881,0.0602,719,360,0.5007,0.0439,0.0502,0.0044,20479,12474,0.6091,1.25,1.4286,0.125,High,1,0,0,1,0,462,0
11c9b94d7780d542,68967,55174,572426,0.8,8.3,10.3749,3577,484,0.1353,0.0519,0.0648,0.0062,6387,3192,0.4998,0.0926,0.1158,0.0112,19360,9720,0.5021,0.2807,0.3509,0.0338,0,0,1.0808,0.0,0.0,0.0,0,0,0.5142,0.0,0.0,0.0,5363,2180,0.4065,0.0778,0.0972,0.0094,1583,449,0.2836,0.023,0.0287,0.0028,0,0,0.5061,0.0,0.0,0.0,2436,1331,0.5464,0.0353,0.0442,0.0043,27076,3563,0.1316,0.3926,0.4907,0.0473,3185,1596,0.5011,0.0462,0.0577,0.0056,68967,22515,0.3265,1.0,1.25,0.1205,No,1,0,0,1,0,581,1
45f3cb678d2b0867,169985,538285,1501532,3.1667,8.8333,2.7895,11900,7721,0.6488,0.07,0.0221,0.0079,6279,3154,0.5023,0.0369,0.0117,0.0042,31279,19623,0.6274,0.184,0.0581,0.0208,0,0,0.0633,0.0,0.0,0.0,0,0,0.6352,0.0,0.0,0.0,28375,15982,0.5632,0.1669,0.0527,0.0189,7258,2813,0.3876,0.0427,0.0135,0.0048,33671,17040,0.5061,0.1981,0.0626,0.0224,10404,5209,0.5007,0.0612,0.0193,0.0069,0,0,0.5857,0.0,0.0,0.0,12488,6266,0.5018,0.0735,0.0232,0.0083,141654,77808,0.5493,0.8333,0.2632,0.0943,No,1,1,0,1,0,573,0
1e0a2dc0ca9deac4,158905,1184564,1242347,7.4545,7.8182,1.0488,4247,777,0.183,0.0267,0.0036,0.0034,0,0,0.5021,0.0,0.0,0.0,6950,3505,0.5043,0.0437,0.0059,0.0056,0,0,1.3227,0.0,0.0,0.0,2385,1298,0.5442,0.015,0.002,0.0019,50512,24660,0.4882,0.3179,0.0426,0.0407,4654,1352,0.2905,0.0293,0.0039,0.0037,56692,28693,0.5061,0.3568,0.0479,0.0456,5237,2860,0.5461,0.033,0.0044,0.0042,0,0,0.443,0.0,0.0,0.0,13782,6889,0.4999,0.0867,0.0116,0.0111,144459,70034,0.4848,0.9091,0.122,0.1163,High,1,1,1,1,1,552,1
4bd64a4e99522cab,182234,1242502,1722937,6.8182,9.4545,1.3867,9141,3984,0.4358,0.0502,0.0074,0.0053,0,0,0.5,0.0,0.0,0.0,7761,3931,0.5065,0.0426,0.0062,0.0045,0,0,0.2626,0.0,0.0,0.0,0,0,0.4989,0.0,0.0,0.0,59754,30789,0.5153,0.3279,0.0481,0.0347,12873,5568,0.4325,0.0706,0.0104,0.0075,0,0,0.5061,0.0,0.0,0.0,6403,3206,0.5007,0.0351,0.0052,0.0037,54372,31100,0.572,0.2984,0.0438,0.0316,15363,7705,0.5015,0.0843,0.0124,0.0089,165667,86283,0.5208,0.9091,0.1333,0.0962,No,1,1,0,1,1,553,0
65c2f9d4147e4313,54772,54772,248965,1.0,4.5455,4.5455,4255,1338,0.3145,0.0777,0.0777,0.0171,0,0,0.5021,0.0,0.0,0.0,17625,8995,0.5104,0.3218,0.3218,0.0708,0,0,0.927,0.0,0.0,0.0,0,0,0.536,0.0,0.0,0.0,5219,2303,0.4413,0.0953,0.0953,0.021,842,156,0.1853,0.0154,0.0154,0.0034,16720,8462,0.5061,0.3053,0.3053,0.0672,2220,1010,0.455,0.0405,0.0405,0.0089,0,0,0.7755,0.0,0.0,0.0,2912,1463,0.5024,0.0532,0.0532,0.0117,49793,23727,0.4765,0.9091,0.9091,0.2,No,1,0,0,1,0,621,0
751996f64b331704,73051,504052,1198036,6.9,16.4,2.3768,2534,1101,0.4345,0.0347,0.005,0.0021,10749,5407,0.503,0.1471,0.0213,0.009,3815,2404,0.6301,0.0522,0.0076,0.0032,0,0,0.0515,0.0,0.0,0.0,910,460,0.5055,0.0125,0.0018,0.0008,20376,9606,0.4714,0.2789,0.0404,0.017,3348,1958,0.5848,0.0458,0.0066,0.0028,23604,11946,0.5061,0.3231,0.0468,0.0197,1982,992,0.5005,0.0271,0.0039,0.0017,0,0,0.8117,0.0,0.0,0.0,5733,2881,0.5025,0.0785,0.0114,0.0048,73051,36755,0.5031,1.0,0.1449,0.061,Low,1,1,0,1,1,498,0
74b71a5db2752e70,172700,316617,446143,1.8333,2.5833,1.4091,16042,13187,0.822,0.0929,0.0507,0.036,9014,4532,0.5028,0.0522,0.0285,0.0202,34184,17494,0.5118,0.1979,0.108,0.0766,0,0,0.5029,0.0,0.0,0.0,0,0,0.4496,0.0,0.0,0.0,37031,19126,0.5165,0.2144,0.117,0.083,17146,10832,0.6318,0.0993,0.0542,0.0384,0,0,0.506,0.0,0.0,0.0,12437,6226,0.5006,0.072,0.0393,0.0279,0,0,0.4469,0.0,0.0,0.0,18063,9097,0.5036,0.1046,0.0571,0.0405,143917,80494,0.5593,0.8333,0.4545,0.3226,No,1,0,0,1,0,643,0
3f072069ab4188df,53054,299032,0,5.6364,0.0,0.0,1591,712,0.4475,0.03,0.0053,0.0386,0,0,0.5023,0.0,0.0,0.0703,7054,4620,0.6549,0.133,0.0236,0.4224,0,0,1.0672,0.0,0.0,0.0,447,227,0.5078,0.0084,0.0015,0.0222,6140,3181,0.5181,0.1157,0.0205,0.0,5104,2285,0.4477,0.0962,0.0171,0.0334,10374,5250,0.5061,0.1955,0.0347,0.2899,276,138,0.5,0.0052,0.0009,0.0199,14941,9340,0.6251,0.2816,0.05,0.2985,2304,1154,0.5009,0.0434,0.0077,0.0303,48231,26907,0.5579,0.9091,0.1613,2.7464,Low,0,0,0,1,0,604,0
f786006bbcd0a095,160629,219039,496488,1.3636,3.0909,2.2667,11864,8721,0.7351,0.0739,0.0542,0.0239,4858,2433,0.5008,0.0302,0.0222,0.0098,18483,9399,0.5085,0.1151,0.0844,0.0372,0,0,0.9969,0.0,0.0,0.0,0,0,0.4702,0.0,0.0,0.0,19999,10349,0.5175,0.1245,0.0913,0.0403,5796,3503,0.6044,0.0361,0.0265,0.0117,0,0,0.5061,0.0,0.0,0.0,7393,4037,0.5461,0.046,0.0338,0.0149,67951,39223,0.5772,0.423,0.3102,0.1369,9682,4860,0.502,0.0603,0.0442,0.0195,146026,82525,0.5651,0.9091,0.6667,0.2941,No,1,0,0,1,0,622,0
d28a0975cda9369d,50908,576953,16969,11.3332,0.3333,0.0294,446,123,0.2758,0.0088,0.0008,0.0263,0,0,0.5048,0.0,0.0,0.0,7219,3662,0.5073,0.1418,0.0125,0.4254,0,0,0.5508,0.0,0.0,0.0,702,332,0.4729,0.0138,0.0012,0.0414,10038,5777,0.5755,0.1972,0.0174,0.5915,6253,1207,0.193,0.1228,0.0108,0.3685,15023,7604,0.5062,0.2951,0.026,0.8853,396,198,0.5,0.0078,0.0007,0.0233,13165,1040,0.079,0.2586,0.0228,0.7758,3322,1674,0.5039,0.0653,0.0058,0.1958,56564,21617,0.3822,1.1111,0.098,3.3334,Low,1,0,0,1,0,642,0
adf5692a4a8bf85a,53691,10738,263086,0.2,4.9,24.5005,4642,942,0.2029,0.0865,0.4323,0.0176,0,0,0.4974,0.0,0.0,0.0,11207,5731,0.5114,0.2087,1.0437,0.0426,0,0,0.5447,0.0,0.0,0.0,0,0,0.6392,0.0,0.0,0.0,3042,1202,0.3951,0.0567,0.2833,0.0116,765,521,0.681,0.0142,0.0712,0.0029,10612,5371,0.5061,0.1976,0.9883,0.0403,1536,768,0.5,0.0286,0.143,0.0058,20043,9000,0.449,0.3733,1.8665,0.0762,1844,928,0.5033,0.0343,0.1717,0.007,53691,24463,0.4556,1.0,5.0001,0.2041,No,1,0,1,1,0,616,1
40be54d07ab08ab6,120753,169054,362259,1.4,3.0,2.1429,4598,182,0.0396,0.0381,0.0272,0.0127,8819,4419,0.5011,0.073,0.0522,0.0243,26842,13789,0.5137,0.2223,0.1588,0.0741,0,0,0.8512,0.0,0.0,0.0,0,0,0.4713,0.0,0.0,0.0,7981,3530,0.4423,0.0661,0.0472,0.022,2506,413,0.1648,0.0208,0.0148,0.0069,25359,12834,0.5061,0.21,0.15,0.07,3674,1839,0.5005,0.0304,0.0217,0.0101,36580,4351,0.1189,0.3029,0.2164,0.101,4394,2206,0.502,0.0364,0.026,0.0121,120753,43563,0.3608,1.0,0.7143,0.3333,No,1,0,1,1,0,655,0
